WP_011270844.1,Q92IJ0.1,663.0,92.308
WP_011270846.1,Q9ZDL0.1,178.0,82.051
WP_011270847.1,Q92II7.1,376.0,97.802
WP_011270848.1,Q92II6.1,923.0,98.444
WP_011270851.1,Q92II0.1,732.0,80.493
WP_011270853.1,P28306.2,172.0,33.333
WP_011270854.1,A8GRM5.1,201.0,93.939
WP_011270855.1,Q9ZDN1.1,101.0,27.119
WP_011270859.1,Q1MRA1.2,461.0,67.763
WP_011270861.1,B0BX35.1,924.0,95.302
WP_011270862.1,Q92IH1.1,1595.0,95.619
WP_011270865.1,Q9UJZ1.1,335.0,55.83
WP_011270866.1,P43666.2,197.0,26.345
WP_011270867.1,C4K2S0.1,302.0,94.156
WP_011270868.1,Q46560.1,60.3,50.0
WP_011270870.1,O66251.1,77.6,25.552
WP_011270871.1,A8GN21.1,702.0,95.308
WP_011270872.1,Q6M0B4.1,230.0,37.952
WP_011270875.1,Q92IF9.1,1234.0,94.868
WP_011270876.1,Q57500.2,73.3,23.81
WP_011270878.1,Q5E9H9.1,149.0,31.915
WP_011270879.1,Q0P9C9.1,89.7,27.219
WP_011270881.1,Q92IF2.1,441.0,99.024
WP_011270882.1,Q92IF1.1,614.0,96.066
WP_011270883.1,P37956.1,91.0,30.29
WP_011270886.1,P37415.1,146.0,29.773
WP_011270887.1,Q92IE7.1,323.0,92.073
WP_011270889.1,A8GN45.1,151.0,96.25
WP_011270892.1,A8GRR0.1,357.0,94.286
WP_011270894.1,B0BX69.1,162.0,87.805
WP_011270895.1,Q92ID9.1,332.0,91.975
WP_011270896.1,Q92ID8.2,838.0,97.954
WP_011270897.1,Q92ID7.1,404.0,80.579
WP_011270898.1,Q92ID6.1,378.0,98.276
WP_011270899.1,Q92ID5.2,242.0,95.935
WP_011270900.1,Q92ID4.1,697.0,82.282
WP_011270901.1,Q9ZDG9.1,250.0,85.714
WP_011270902.1,Q9P9T5.1,83.6,27.547
WP_011270903.1,Q92IC9.1,615.0,95.098
WP_011270904.1,Q9ZDG6.1,314.0,67.213
WP_011270907.1,Q92IC6.1,538.0,95.769
WP_011270908.1,Q92IC5.1,984.0,95.766
WP_011270909.1,A6U5H5.1,63.8,25.466
WP_011270910.1,Q9ZDG2.1,458.0,83.27
WP_011270911.1,Q9ZDG1.1,457.0,85.612
WP_011270912.1,Q4UMH6.1,106.0,33.484
WP_011270914.1,A8F1D8.1,1088.0,95.402
WP_011270916.1,Q9ZDF6.1,1431.0,91.395
WP_011270918.1,P40862.2,118.0,30.952
WP_011270920.1,A8GN82.1,599.0,94.904
WP_011270922.1,Q92I98.1,1039.0,96.844
WP_011270923.1,Q92I97.1,1084.0,94.559
WP_011270924.1,A8GN86.1,511.0,97.154
WP_011270925.1,Q9CA40.1,128.0,48.819
WP_011270926.1,O94480.1,81.9,30.526
WP_011270927.1,Q5UR03.1,134.0,38.172
WP_011270928.1,Q9ZDE9.1,691.0,68.914
WP_011270929.1,A8GN89.1,385.0,91.579
WP_011270930.1,A8GN90.1,866.0,93.677
WP_011270934.1,A8GN94.1,397.0,93.596
WP_011270936.1,C3PNA6.1,706.0,97.953
WP_011270937.1,Q2LVL0.1,513.0,40.838
WP_011270938.1,Q92I85.1,827.0,95.411
WP_011270939.1,P38422.2,160.0,36.559
WP_011270942.1,P35664.1,106.0,42.742
WP_011270943.1,Q92I81.1,361.0,97.222
WP_011270944.1,Q1C8M3.1,77.1,24.382
WP_011270945.1,Q9ZDD7.1,202.0,84.211
WP_011270946.1,Q92I78.1,672.0,97.281
WP_011270947.1,Q92I77.1,444.0,98.077
WP_011270948.1,P43221.1,93.1,33.775
WP_011270949.1,Q8YFI5.2,244.0,48.221
WP_011270950.1,A8F1H0.1,306.0,97.973
WP_011270953.1,Q92I71.2,606.0,92.698
WP_011270954.1,Q92I70.1,1395.0,81.744
WP_011270956.1,Q9ZDC7.1,494.0,76.712
WP_011270957.1,Q92I67.1,1084.0,98.308
WP_011270959.1,Q92I65.1,590.0,93.016
WP_011270960.1,C5A1S7.1,78.0,39.167
WP_011270961.1,P0AFT0.1,156.0,30.854
WP_011270963.1,Q9ZDC3.1,137.0,73.171
WP_011270964.1,Q92I60.1,819.0,81.893
WP_011270966.1,A8GNC7.1,656.0,84.35
WP_011270967.1,Q92I57.1,437.0,95.872
WP_011270971.1,D3V7P3.1,285.0,43.252
WP_011270972.1,A4WCC0.1,212.0,34.639
WP_011270973.1,Q88N32.1,166.0,26.809
WP_011270974.1,Q9R9N1.1,115.0,25.575
WP_011270975.1,A8F1I9.1,563.0,95.185
WP_011270976.1,Q9ZDB6.1,810.0,89.074
WP_011270977.1,Q92I39.1,736.0,97.708
WP_011270978.1,Q92I38.1,1647.0,94.621
WP_011270979.1,Q92I37.1,779.0,98.417
WP_011270980.1,Q9ZDB2.1,274.0,88.194
WP_011270981.1,A8F1J5.1,1712.0,93.293
WP_011270983.1,A9H9B7.1,66.4,33.129
WP_011270984.1,Q9ZDA9.1,204.0,89.72
WP_011270985.1,Q92I31.1,393.0,91.667
WP_011270987.1,P08982.2,138.0,30.195
WP_011270988.1,P31079.3,186.0,40.598
WP_011270989.1,Q92I26.1,594.0,94.483
WP_011270990.1,A8GNF1.1,591.0,93.878
WP_011270991.1,A8F1K4.2,316.0,98.026
WP_011270994.1,Q92I22.1,593.0,96.918
WP_011270995.1,A8F1K7.1,803.0,97.409
WP_011270997.1,V5YMB3.1,609.0,46.751
WP_011270998.1,O05965.1,374.0,89.151
WP_011270999.1,Q92I14.1,242.0,95.0
WP_011271000.1,O05963.1,258.0,86.429
WP_011271001.1,Q9ZDA5.1,327.0,89.595
WP_011271005.1,Q92I08.1,526.0,95.686
WP_011271006.1,M4MR97.1,404.0,37.906
WP_011271007.1,A8F1L7.1,577.0,86.875
WP_011271011.1,Q92I02.1,643.0,95.484
WP_011271016.1,P71054.2,115.0,37.433
WP_011271017.1,Q92HZ6.1,1369.0,97.703
WP_011271021.1,Q54HH2.1,197.0,36.246
WP_011271022.1,Q92HZ1.2,1600.0,97.044
WP_011271027.1,P30334.1,124.0,32.124
WP_011271028.1,Q9C6B3.1,175.0,45.399
WP_011271030.1,B0BXN8.1,678.0,95.732
WP_011271031.1,P71623.1,73.3,35.484
WP_011271033.1,P27755.1,84.1,35.897
WP_011271039.1,Q196Z5.1,477.0,41.64
WP_011271040.1,Q91FE8.1,309.0,43.855
WP_011271041.1,Q9ZD36.1,1659.0,83.945
WP_011271044.1,A8GNL2.1,603.0,91.531
WP_011271046.1,P45632.2,389.0,41.81
WP_011271047.1,P33982.1,285.0,54.202
WP_011271048.1,Q9ZD40.1,250.0,82.759
WP_011271049.1,Q92HW0.1,369.0,94.444
WP_011271050.1,Q9ZD42.1,564.0,88.715
WP_011271051.1,A8F1P3.1,1529.0,96.524
WP_011271052.1,C4K0F3.1,182.0,96.703
WP_011271054.1,Q92HV4.1,1025.0,96.282
WP_011271056.1,Q9ZD50.1,274.0,98.45
WP_011271057.1,O34437.1,92.2,28.736
WP_011271058.1,P78061.2,89.7,25.17
WP_011271059.1,Q92HU9.1,488.0,96.25
WP_011271060.1,Q92HU7.1,372.0,95.082
WP_011271065.1,Q92HI8.2,1849.0,97.267
WP_011271066.1,Q52828.1,59.9,24.257
WP_011271070.1,Q05865.2,208.0,33.178
WP_011271083.1,P43934.1,70.2,37.0
WP_011271084.1,P43933.1,61.6,40.217
WP_011271088.1,Q9ZD18.1,213.0,92.593
WP_011271090.1,Q92HK7.1,838.0,95.874
WP_011271091.1,A8F1S1.1,735.0,99.148
WP_011271092.1,O32044.1,299.0,33.503
WP_011271093.1,P08442.1,119.0,31.518
WP_011271094.1,Q92HL2.1,956.0,99.127
WP_011271095.1,O34525.1,159.0,40.796
WP_011271096.1,O68451.2,152.0,90.0
WP_011271098.1,O68452.1,460.0,87.854
WP_011271099.1,C3PNP6.1,435.0,94.064
WP_011271100.1,Q92HM4.1,1167.0,97.359
WP_011271101.1,A8GNZ4.1,427.0,97.015
WP_011271102.1,O34637.1,78.4,28.931
WP_011271103.1,P13082.1,58.2,29.518
WP_011271106.1,O57734.1,111.0,32.34
WP_011271109.1,Q8RB66.1,62.5,30.216
WP_011271121.1,P69348.1,92.2,48.837
WP_011271127.1,Q0B0S9.1,162.0,39.004
WP_011271128.1,A8GNY3.1,517.0,96.825
WP_011271134.1,Q9ZD84.1,366.0,67.754
WP_011271135.1,P09623.1,538.0,57.642
WP_011271137.1,A5G127.1,200.0,32.836
WP_011271139.1,Q8L733.1,118.0,26.374
WP_011271143.1,Q45614.1,122.0,29.96
WP_011271144.1,Q92I71.2,166.0,36.232
WP_011271145.1,A8GNR5.1,592.0,90.698
WP_011271152.1,Q92HR1.1,689.0,96.667
WP_011271153.1,Q9LLY4.1,74.6,32.117
WP_011271156.1,Q9ZD73.1,488.0,94.142
WP_011271157.1,Q9ZD72.1,533.0,82.934
WP_011271158.1,Q9ZD71.1,269.0,63.008
WP_011271160.1,O06730.1,212.0,49.751
WP_011271162.1,Q92HQ3.1,692.0,84.58
WP_011271164.1,P19817.4,78.0,30.916
WP_011271165.1,Q92HP9.1,1006.0,96.208
WP_011271167.1,P0AD57.1,241.0,42.366
WP_011271168.1,B0DZL3.1,365.0,35.524
WP_011271169.1,Q8ZGS9.1,208.0,30.556
WP_011271171.1,Q9ZD62.1,226.0,93.636
WP_011271172.1,Q9ZD61.1,257.0,92.366
WP_011271174.1,P55690.1,225.0,37.203
WP_011271175.1,Q87S29.1,122.0,44.853
WP_011271177.1,Q9ZD57.1,532.0,92.334
WP_011271181.1,Q86WI3.3,78.4,25.474
WP_011271182.1,Q92HH5.1,898.0,96.507
WP_011271186.1,Q92HH1.1,1308.0,93.519
WP_011271187.1,Q9ZD09.1,341.0,88.701
WP_011271188.1,Q92HG8.1,998.0,94.534
WP_011271190.1,P44727.1,171.0,31.888
WP_011271191.1,Q92HG4.1,450.0,92.982
WP_011271192.1,P73709.1,109.0,29.907
WP_011271193.1,Q9ZD05.1,312.0,68.966
WP_011271194.1,Q92HG1.1,912.0,96.154
WP_011271195.1,Q9ZD03.1,118.0,60.87
WP_011271196.1,Q92HF9.1,474.0,93.22
WP_011271197.1,Q9ZCZ9.1,321.0,80.645
WP_011271199.1,Q92HF5.1,1643.0,94.585
WP_011271200.1,Q92HF4.1,1018.0,97.217
WP_011271201.1,A8GSP6.1,319.0,96.894
WP_011271203.1,A6TH94.1,141.0,46.923
WP_011271204.1,P9WJ62.1,187.0,39.044
WP_011271205.1,A8F228.1,854.0,95.864
WP_011271207.1,Q1RI24.1,117.0,60.0
WP_011271210.1,A5VPI9.1,109.0,36.612
WP_011271211.1,P40862.2,116.0,29.329
WP_011271213.1,Q92HD6.1,3786.0,94.136
WP_011271216.1,Q9ZCZ1.1,1270.0,82.337
WP_011271219.1,P72835.1,153.0,25.185
WP_011271221.1,Q9ZCY9.1,983.0,96.632
WP_011271224.1,O33348.1,57.7,34.118
WP_011271226.1,P44469.1,357.0,33.056
WP_011271227.1,Q9ZCY5.1,307.0,87.861
WP_011271228.1,B8H0A0.1,324.0,34.196
WP_011271230.1,A8F247.1,607.0,91.803
WP_011271231.1,Q92HB3.1,319.0,97.987
WP_011271232.1,P94392.3,72.4,26.384
WP_011271236.1,Q9Z4V7.1,62.9,38.462
WP_011271238.1,A8GP33.1,1234.0,91.538
WP_011271239.1,Q9ZCX8.1,304.0,79.67
WP_011271241.1,P06134.2,171.0,33.141
WP_011271242.1,Q46EW4.1,123.0,40.491
WP_011271247.1,Q4UKZ9.1,294.0,84.615
WP_011271262.1,Q92H94.1,130.0,81.333
WP_011271264.1,A8F255.2,1918.0,97.682
WP_011271265.1,Q92H91.1,570.0,98.227
WP_011271266.1,B0BYC4.1,242.0,89.147
WP_011271267.1,A8GP45.1,243.0,92.742
WP_011271268.1,A8F259.1,865.0,96.659
WP_011271270.1,Q92H87.1,1624.0,95.792
WP_011271271.1,P46351.1,71.1,28.671
WP_011271274.1,O34442.1,180.0,27.273
WP_011271276.1,Q57E90.1,120.0,42.568
WP_011271282.1,Q92H77.1,1063.0,97.876
WP_011271283.1,Q92H76.1,415.0,96.552
WP_011271284.1,A8GP56.1,256.0,95.312
WP_011271285.1,Q92H74.1,357.0,95.376
WP_011271286.1,Q9ZCW4.1,922.0,89.901
WP_011271287.1,Q9ZCW3.1,389.0,81.377
WP_011271288.1,Q9ZCW2.1,382.0,89.899
WP_011271290.1,P9WHG8.1,160.0,43.023
WP_011271292.1,Q9GZV3.1,70.2,23.246
WP_011271297.1,A8GML4.1,1326.0,95.276
WP_011271301.1,Q9ZDV2.1,197.0,79.31
WP_011271303.1,Q8G0Y6.1,162.0,28.603
WP_011271304.1,Q9ZDU9.1,223.0,84.091
